Ngày,Đơn hàng,Doanh thu,Giảm giá,Doanh thu thuần,Vận chuyển,Giảm giá vận chuyển,Tổng hoá đơn,Đã thu,Hoàn trả,Tổng giá vốn,Tổng lợi nhuận,% lợi nhuận
01/05/2023,205,"96,185,000","-21,607,816","74,577,184","3,136,096",0,"77,713,280","69,053,380",0,"33,762,000","40,815,184",54.73%
02/05/2023,262,"121,118,900","-26,006,967","95,111,933","3,470,229",0,"98,582,162","87,665,362","-305,500","42,496,000","52,615,933",55.32%
03/05/2023,267,"118,334,950","-29,094,589","89,240,361","3,141,404",0,"92,381,765","80,153,265","-297,000","41,396,000","47,844,361",53.61%
04/05/2023,263,"114,776,250","-30,994,010","83,782,240","3,006,836",0,"86,789,076","83,137,476",0,"39,386,000","44,396,240",52.99%
05/05/2023,797,"340,695,000","-90,309,157","250,385,843","6,413,994",0,"256,799,837","253,612,837","-978,524","119,839,000","130,546,843",52.14%
06/05/2023,219,"96,648,560","-22,126,173","74,522,387","2,694,200",0,"77,216,587","73,044,387","-623,685","32,287,000","42,235,387",56.67%
07/05/2023,247,"114,157,000","-27,846,727","86,310,273","3,459,325",0,"89,769,598","82,271,898",0,"40,188,000","46,122,273",53.44%
08/05/2023,232,"107,831,750","-29,420,532","78,411,218","3,571,750",0,"81,982,968","74,240,868",0,"36,106,395","42,304,823",53.95%
09/05/2023,234,"113,111,900","-33,382,070","79,729,830","3,312,025",0,"83,041,855","77,191,755","-452,800","38,048,000","41,681,830",52.28%
10/05/2023,238,"114,533,150","-31,298,504","83,234,646","3,066,691",0,"86,301,337","78,517,237",0,"39,245,000","43,989,646",52.85%
11/05/2023,233,"104,684,000","-27,154,448","77,529,552","2,615,336",0,"80,144,888","77,035,188",0,"36,246,000","41,283,552",53.25%
12/05/2023,239,"107,359,900","-26,119,658","81,240,242","2,876,505",0,"84,116,747","79,112,047",0,"37,044,000","44,196,242",54.40%
13/05/2023,268,"114,412,875","-29,189,129","85,223,746","2,847,817",0,"88,071,563","86,932,313",0,"40,957,000","44,266,746",51.94%
14/05/2023,253,"109,642,900","-24,136,056","85,506,844","2,423,689",0,"87,930,533","83,039,033",0,"38,325,000","47,181,844",55.18%
15/05/2023,589,"254,270,950","-67,352,872","186,918,078","4,868,017",0,"191,786,095","189,641,495","-252,408","87,391,000","99,527,078",53.25%
16/05/2023,232,"115,645,450","-33,094,855","82,550,595","3,290,037",0,"85,840,632","83,103,632",0,"38,985,000","43,565,595",52.77%
17/05/2023,385,"163,239,000","-42,769,256","120,469,744","3,157,610",0,"123,627,354","118,089,494","-868,370","56,150,000","64,319,744",53.39%
18/05/2023,193,"86,858,900","-22,275,675","64,583,225","2,214,836",0,"66,798,061","62,441,781",0,"29,493,000","35,090,225",54.33%
19/05/2023,215,"92,520,900","-19,074,955","73,445,945","2,334,800",0,"75,780,745","72,926,445",0,"32,014,000","41,431,945",56.41%
20/05/2023,222,"91,680,750","-20,238,395","71,442,355","2,505,200",0,"73,947,555","70,301,555",0,"30,635,000","40,807,355",57.12%
21/05/2023,250,"107,622,000","-23,061,728","84,560,272","2,219,114",0,"86,779,386","82,595,886",0,"37,611,000","46,949,272",55.52%
22/05/2023,188,"91,360,000","-21,235,981","70,124,019","2,278,575",0,"72,402,594","68,199,594",0,"29,701,000","40,423,019",57.65%
23/05/2023,221,"96,322,500","-21,396,284","74,926,216","2,472,853",0,"77,399,069","73,816,569",0,"32,680,000","42,246,216",56.38%
24/05/2023,217,"93,707,250","-23,872,981","69,834,269","1,676,200",0,"71,510,469","69,612,969","-315,000","33,512,000","36,322,269",52.01%
25/05/2023,537,"225,384,620","-62,787,997","162,596,623","2,833,597",0,"165,430,220","162,017,720","-207,000","79,652,000","82,944,623",51.01%
26/05/2023,346,"141,539,000","-31,728,586","109,810,414","1,782,450",0,"111,592,864","108,182,364",0,"51,077,000","58,733,414",53.49%
27/05/2023,193,"83,863,500","-20,856,427","63,007,073","2,163,535",0,"65,170,608","62,826,908",0,"29,756,000","33,251,073",52.77%
28/05/2023,213,"92,554,500","-19,105,059","73,449,441","2,023,234",0,"75,472,675","72,591,875",0,"33,537,000","39,912,441",54.34%
29/05/2023,231,"96,952,000","-21,732,379","75,219,621","2,040,650",0,"77,260,271","73,668,271",0,"34,131,000","41,088,621",54.62%
30/05/2023,168,"74,780,000","-15,391,831","59,388,169","1,605,022",0,"60,993,191","58,127,291",0,"25,770,000","33,618,169",56.61%
31/05/2023,261,"108,993,000","-24,257,982","84,735,018","2,674,866",0,"87,409,884","84,042,284",0,"38,932,000","45,803,018",54.05%
